timestamp,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,close_time,fundingRate,sumOpenInterest,sumOpenInterestValue,oi_change_rate,oi_value_change_rate
2019-12-31 16:00:00,7195.0,7222.0,7186.77,7206.24,405.719801,2925266.80689294,4283,212.335556,1530998.6068534101,2019-12-31 16:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 16:15:00,7205.77,7223.66,7201.62,7222.24,225.940206,1630277.8115357698,2506,119.72154300000001,863790.5415342201,2019-12-31 16:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 16:30:00,7222.37,7225.62,7210.17,7216.67,182.392762,1316517.81762147,2355,82.194327,593281.33890359,2019-12-31 16:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 16:45:00,7216.66,7219.28,7208.31,7211.49,177.564957,1280946.40939927,2137,74.126682,534815.56038871,2019-12-31 16:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 17:00:00,7212.45,7212.46,7204.05,7206.7,170.288577,1227436.99591119,1819,78.966623,569206.77426525,2019-12-31 17:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 17:15:00,7205.91,7213.56,7199.0,7201.72,189.35176,1364085.66910299,2396,92.804325,668694.42286316,2019-12-31 17:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 17:30:00,7201.72,7204.48,7161.0,7179.24,643.899017,4623900.42297573,5886,217.05846,1558865.43816349,2019-12-31 17:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 17:45:00,7179.24,7179.98,7151.0,7168.12,610.737931,4376171.48585485,4714,324.394935,2324717.32643293,2019-12-31 17:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 18:00:00,7167.72,7167.92,7145.01,7159.31,465.743814,3331445.31134797,4304,154.52382599999999,1105440.33539609,2019-12-31 18:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 18:15:00,7159.31,7168.96,7146.21,7168.24,484.783004,3468275.59996158,3024,304.34738,2177522.64488036,2019-12-31 18:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 18:30:00,7168.22,7174.04,7157.75,7170.73,168.90754,1210072.78598744,1999,97.843127,701044.32553704,2019-12-31 18:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 18:45:00,7169.71,7171.91,7156.24,7168.86,169.017556,1210931.85532051,1899,85.981166,615977.12948418,2019-12-31 18:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 19:00:00,7169.32,7170.41,7158.62,7159.63,280.73563,2011351.83213523,2233,52.640910999999996,377070.98286611,2019-12-31 19:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 19:15:00,7158.72,7182.14,7156.85,7175.55,163.905487,1175842.29994424,2104,92.871312,666276.56019498,2019-12-31 19:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 19:30:00,7175.55,7178.93,7168.0,7174.61,160.193588,1149150.3187003,2027,91.706687,657886.52900233,2019-12-31 19:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 19:45:00,7173.91,7185.0,7170.03,7173.32,158.790913,1139926.39691696,2360,80.074243,574863.14615376,2019-12-31 19:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 20:00:00,7173.75,7180.0,7165.1,7168.05,132.470695,950020.3558728,2347,60.727207,435528.8184345,2019-12-31 20:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 20:15:00,7168.01,7179.81,7165.76,7173.95,123.13175799999999,883479.56472432,1845,75.151358,539233.86945443,2019-12-31 20:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 20:30:00,7173.56,7187.89,7169.36,7175.64,135.523405,972497.46202548,2278,62.573384,449030.23761718,2019-12-31 20:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 20:45:00,7176.44,7178.0,7170.0,7176.41,117.178154,840462.80493854,1941,47.167513,338350.68474589,2019-12-31 20:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 21:00:00,7176.51,7184.57,7171.01,7182.44,118.897253,853414.17881218,1992,56.948153,408740.95328039,2019-12-31 21:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 21:15:00,7183.44,7186.7,7174.23,7185.64,119.499703,858028.71249782,1859,65.32074300000001,469063.84147867997,2019-12-31 21:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 21:30:00,7185.49,7187.62,7180.1,7186.22,95.15719299999999,683709.15907158,1579,62.812393,451324.18917888,2019-12-31 21:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 21:45:00,7186.02,7188.93,7181.17,7186.19,76.722541,551327.00070243,1241,31.882606,229106.36585348,2019-12-31 21:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 22:00:00,7185.92,7194.0,7181.78,7190.81,179.43740300000002,1289930.92666817,1715,109.360624,786090.57344425,2019-12-31 22:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 22:15:00,7191.48,7194.0,7185.0,7192.9,148.212202,1065702.17514538,1951,63.036809,453309.35770306,2019-12-31 22:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 22:30:00,7192.42,7207.07,7182.34,7192.17,174.933123,1258632.31343003,2507,83.56526,601448.30473944,2019-12-31 22:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 22:45:00,7192.15,7208.41,7191.51,7200.48,148.578349,1069969.8094917,1824,68.00638599999999,489768.94172622997,2019-12-31 22:59:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 23:00:00,7200.52,7204.94,7192.43,7201.26,134.19135500000002,965880.43720618,1713,74.497456,536233.56099294,2019-12-31 23:14:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 23:15:00,7200.98,7201.21,7185.86,7190.51,156.524347,1125836.80267585,1738,55.151463,396674.19067079,2019-12-31 23:29:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 23:30:00,7190.79,7199.0,7185.76,7195.43,91.67765,659240.00187591,1353,48.44214,348387.95089407,2019-12-31 23:44:59.999,-2.403e-05,,,0.0,0.0
2019-12-31 23:45:00,7195.7,7206.29,7190.17,7195.23,139.585045,1004806.35784224,1855,45.984619,331047.14225657,2019-12-31 23:59:59.999,-2.403e-05,,,0.0,0.0
2020-01-01 00:00:00,7195.24,7196.25,7178.2,7180.97,202.942868,1458244.89963462,2452,76.962041,553069.53492894,2020-01-01 00:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 00:15:00,7180.97,7186.4,7175.47,7178.45,128.242654,920702.74707886,1948,58.38911,419226.47144695,2020-01-01 00:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 00:30:00,7178.19,7185.44,7176.23,7179.56,83.487458,599479.1528052799,1580,43.822373999999996,314667.3210715,2020-01-01 00:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 00:45:00,7179.35,7183.98,7175.46,7177.02,97.141921,697429.77996667,1660,46.979601,337325.86220298003,2020-01-01 00:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 01:00:00,7176.47,7194.04,7175.71,7190.86,103.520522,744089.10404112,1588,56.251377999999995,404330.49838606,2020-01-01 01:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 01:15:00,7190.46,7217.0,7189.23,7212.1,251.54305200000002,1811798.39793908,2472,166.151398,1196805.26373375,2020-01-01 01:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 01:30:00,7212.1,7230.0,7207.17,7211.87,387.247252,2795581.3741801,3203,258.063899,1863078.01215593,2020-01-01 01:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 01:45:00,7212.34,7216.41,7204.28,7216.27,140.741777,1014483.66495246,1770,90.254744,650590.27541519,2020-01-01 01:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 02:00:00,7215.52,7223.8,7211.41,7211.97,133.760653,965386.81850862,1699,67.913174,490184.53095231997,2020-01-01 02:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 02:15:00,7212.87,7238.88,7212.15,7228.09,175.25750399999998,1266907.09876925,1981,87.352197,631349.21433088,2020-01-01 02:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 02:30:00,7227.12,7237.99,7226.79,7237.63,173.319335,1253441.33231524,1751,100.45365,726476.08234628,2020-01-01 02:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 02:45:00,7237.42,7244.87,7231.93,7242.85,172.819317,1250984.13859827,2035,101.461242,734503.99745828,2020-01-01 02:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 03:00:00,7242.66,7245.0,7220.1,7228.5,271.023025,1959651.83289543,2811,129.805507,938542.44381943,2020-01-01 03:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 03:15:00,7227.43,7238.77,7227.19,7237.15,169.389243,1225409.7000430601,1897,78.633128,568857.94972303,2020-01-01 03:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 03:30:00,7237.82,7244.33,7220.23,7221.27,203.198931,1469869.68842882,2163,90.836991,657262.33862424,2020-01-01 03:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 03:45:00,7221.27,7230.78,7220.0,7225.01,140.113668,1012436.07163872,1466,95.535185,690324.62312467,2020-01-01 03:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 04:00:00,7225.0,7229.88,7217.81,7219.09,152.567681,1102372.81686395,1985,79.928905,577641.03673135,2020-01-01 04:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 04:15:00,7218.61,7224.46,7215.03,7222.23,167.988571,1212917.4098561,1611,97.65733900000001,705105.0157113799,2020-01-01 04:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 04:30:00,7221.21,7230.0,7220.18,7221.92,80.35706,580585.0083658299,1156,38.257627,276409.97459439,2020-01-01 04:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 04:45:00,7221.84,7228.9,7216.18,7217.27,66.899266,483218.61470489,1144,27.670835,199897.42133082,2020-01-01 04:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 05:00:00,7217.26,7229.76,7217.26,7223.95,98.086889,708730.65587125,1606,65.129612,470606.33969204,2020-01-01 05:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 05:15:00,7223.14,7223.67,7216.65,7220.18,78.93065899999999,569872.14594574,1291,40.465417,292158.99731979,2020-01-01 05:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 05:30:00,7220.17,7224.14,7218.05,7220.6,83.405918,602243.1707719,1234,33.696928,243342.14329541,2020-01-01 05:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 05:45:00,7220.31,7228.16,7219.54,7224.21,84.24713,608661.27404839,2398,55.606568,401751.91741871,2020-01-01 05:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 06:00:00,7224.24,7231.68,7222.87,7229.31,106.983123,773231.71978751,2322,71.018416,513309.80008148,2020-01-01 06:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 06:15:00,7229.31,7236.27,7227.03,7233.71,201.652077,1458441.84328668,3047,99.164919,717247.74056307,2020-01-01 06:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 06:30:00,7233.28,7233.89,7227.2,7229.63,190.997807,1381033.88078221,2572,64.89422,469239.24959241,2020-01-01 06:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 06:45:00,7229.63,7229.64,7221.51,7225.62,121.834016,880340.80185161,1777,53.322775,385296.30011206,2020-01-01 06:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 07:00:00,7225.88,7231.89,7223.32,7231.08,152.53288,1102335.68599928,2431,95.44578299999999,689801.35898398,2020-01-01 07:14:59.999,-0.00012359,,,0.0,0.0
2020-01-01 07:15:00,7230.85,7232.94,7228.47,7231.27,95.100719,687650.56281731,1442,45.350641,327924.5995215,2020-01-01 07:29:59.999,-0.00012359,,,0.0,0.0
2020-01-01 07:30:00,7231.04,7232.86,7199.11,7199.88,231.802095,1672511.23475952,2343,91.43478,659664.65486367,2020-01-01 07:44:59.999,-0.00012359,,,0.0,0.0
2020-01-01 07:45:00,7199.88,7214.12,7199.11,7209.83,147.90916,1066035.44938088,1632,90.666471,653453.82612356,2020-01-01 07:59:59.999,-0.00012359,,,0.0,0.0
2020-01-01 08:00:00,7209.83,7210.0,7193.65,7195.21,183.802557,1323523.59191538,1896,84.62644,609373.86791665,2020-01-01 08:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 08:15:00,7195.21,7196.77,7186.71,7189.97,241.286068,1735165.1900852,2431,98.123208,705627.6853004,2020-01-01 08:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 08:30:00,7189.97,7194.95,7182.15,7185.4,174.52962300000002,1254858.42684123,1807,80.772952,580793.72144242,2020-01-01 08:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 08:45:00,7185.39,7202.74,7180.0,7200.64,315.927726,2271219.16018121,2713,177.364864,1275641.7141408501,2020-01-01 08:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 09:00:00,7200.29,7210.51,7191.91,7193.68,198.80273,1431301.64352638,2148,88.155467,634663.0889954,2020-01-01 09:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 09:15:00,7194.38,7199.0,7190.02,7196.98,148.881309,1071191.95825261,1688,80.575873,579783.82482059,2020-01-01 09:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 09:30:00,7197.25,7204.0,7195.86,7199.63,150.02657299999998,1080091.61369995,1785,73.278618,527597.25956493,2020-01-01 09:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 09:45:00,7199.63,7199.79,7188.0,7188.77,138.67549,997694.39824392,1556,45.508375,327429.73029313,2020-01-01 09:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 10:00:00,7189.07,7204.0,7185.2,7203.0,164.855669,1186119.84611911,2032,96.25515299999999,692547.00056606,2020-01-01 10:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 10:15:00,7203.98,7206.78,7200.98,7205.95,147.128374,1059931.25160711,1717,78.33867599999999,564387.79506448,2020-01-01 10:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 10:30:00,7205.95,7208.52,7197.99,7207.9,117.21962400000001,844333.46024759,1399,63.685156,458745.35228337,2020-01-01 10:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 10:45:00,7208.39,7210.0,7199.59,7202.0,108.559137,782049.68143763,1269,49.999496,360226.12149039004,2020-01-01 10:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 11:00:00,7202.01,7209.15,7200.32,7208.0,90.531761,652301.58797435,1467,55.242662,398038.83876403,2020-01-01 11:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 11:15:00,7208.0,7237.73,7203.92,7222.83,399.877109,2887912.78215977,3719,199.993345,1444295.8892041598,2020-01-01 11:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 11:30:00,7222.96,7234.57,7218.01,7228.5,197.12342,1424179.32729481,2441,111.276078,803942.40814692,2020-01-01 11:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 11:45:00,7228.49,7228.97,7188.61,7197.2,389.427191,2805444.67097262,3439,179.147951,1290601.59827918,2020-01-01 11:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 12:00:00,7197.2,7216.76,7196.15,7204.9,214.533631,1546266.47600948,2284,123.270541,888470.75901714,2020-01-01 12:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 12:15:00,7205.08,7221.14,7203.62,7211.23,152.977912,1103689.50679145,1929,73.362824,529288.63027411,2020-01-01 12:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 12:30:00,7211.35,7226.42,7206.41,7220.3,304.13689,2195488.4640078098,3230,183.81078300000001,1326945.76612202,2020-01-01 12:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 12:45:00,7220.52,7233.33,7215.2,7225.59,197.105147,1424001.09190187,1959,124.010797,896002.4871415601,2020-01-01 12:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 13:00:00,7225.84,7230.5,7215.19,7220.95,206.80291499999998,1493391.36680625,2020,104.254035,752839.27798152,2020-01-01 13:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 13:15:00,7220.95,7224.62,7212.88,7221.79,148.294851,1070532.0360536799,1577,89.106276,643258.68216988,2020-01-01 13:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 13:30:00,7221.93,7231.89,7220.49,7227.99,132.587646,958172.11851341,1898,74.758545,540280.1822853,2020-01-01 13:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 13:45:00,7228.0,7228.0,7216.0,7221.2,124.49549,899226.08525013,1745,55.151789,398376.22868631,2020-01-01 13:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 14:00:00,7221.17,7222.87,7208.17,7217.02,149.600653,1079426.9417413499,2020,84.885616,612575.03378399,2020-01-01 14:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 14:15:00,7216.01,7233.23,7215.84,7231.37,115.082978,831461.53586838,1913,55.217377,398959.94562505,2020-01-01 14:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 14:30:00,7231.32,7234.97,7219.89,7226.79,209.145518,1511703.84176581,2373,95.266602,688640.4683906999,2020-01-01 14:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 14:45:00,7226.79,7226.79,7216.51,7221.43,143.885036,1039003.8180336601,1824,82.156493,593293.70230799,2020-01-01 14:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 15:00:00,7221.6,7232.59,7220.96,7224.35,196.321632,1418748.91619822,2038,130.186803,940863.4119889099,2020-01-01 15:14:59.999,-0.00012383,,,0.0,0.0
2020-01-01 15:15:00,7224.35,7228.91,7218.29,7228.13,236.195248,1705984.99157093,2404,152.359118,1100433.51047309,2020-01-01 15:29:59.999,-0.00012383,,,0.0,0.0
2020-01-01 15:30:00,7228.13,7255.0,7224.19,7236.0,712.80772,5161420.83216053,4733,515.353392,3731671.59505651,2020-01-01 15:44:59.999,-0.00012383,,,0.0,0.0
2020-01-01 15:45:00,7235.39,7240.06,7218.46,7234.19,248.564192,1797041.63804113,2602,143.128128,1034809.64694937,2020-01-01 15:59:59.999,-0.00012383,,,0.0,0.0
2020-01-01 16:00:00,7234.2,7238.47,7223.29,7231.23,294.842898,2131739.95941254,3145,145.354488,1050874.33663231,2020-01-01 16:14:59.999,-9.664e-05,,,0.0,0.0
2020-01-01 16:15:00,7230.51,7231.33,7214.0,7218.68,210.995629,1523455.80158478,2291,106.753694,770812.55696333,2020-01-01 16:29:59.999,-9.664e-05,,,0.0,0.0
2020-01-01 16:30:00,7218.61,7232.06,7216.77,7228.57,231.297753,1670855.36105977,2086,129.356447,934527.64088395,2020-01-01 16:44:59.999,-9.664e-05,,,0.0,0.0
2020-01-01 16:45:00,7228.58,7246.42,7224.97,7245.37,144.79649999999998,1047498.18514128,1977,73.253416,529944.89474522,2020-01-01 16:59:59.999,-9.664e-05,,,0.0,0.0
