entry_time,exit_time,direction,entry_price,exit_price,pnl_net,pnl_pct,exit_reason,mfe_pct,mae_pct,mfe_time,mae_time,duration_minutes
2025-01-01 14:30:00,2025-01-01 15:00:00,LONG,93976.51,93982.33,-0.2814208891136509,0.006193036962116368,TIME_STOP,0.265034315490123,0.3245811107477803,2025-01-01 14:48:00,2025-01-01 14:33:00,30.0
2025-01-06 11:15:00,2025-01-06 11:45:00,SHORT,99248.69,99259.99,-0.33415662211764074,-0.011385540705880258,TIME_STOP,0.27827067541144124,0.16276285359534073,2025-01-06 11:20:00,2025-01-06 11:37:00,30.0
2025-01-08 13:15:00,2025-01-08 13:45:00,SHORT,95561.77,95384.0,0.258078821687807,0.18602627389593565,TIME_STOP,0.34113014022239774,0.12339662607756036,2025-01-08 13:34:00,2025-01-08 13:28:00,30.0
2025-01-10 14:15:00,2025-01-10 14:45:00,SHORT,94409.6,94115.63,0.6341316984713454,0.3113772328237818,TIME_STOP,0.8893163407111203,0.28721655424870873,2025-01-10 14:37:00,2025-01-10 14:18:00,30.0
2025-01-12 23:15:00,2025-01-12 23:45:00,SHORT,94287.16,94545.06,-1.1205783268898781,-0.27352610896329277,SL_HIT,0.2271359111887594,0.19395005640216054,2025-01-12 23:20:00,2025-01-12 23:38:00,30.0
2025-01-18 15:00:00,2025-01-18 15:30:00,LONG,104134.48,104668.54,1.238568205266875,0.5128560684222917,TIME_STOP,0.20728965084379408,0.35860360564530885,2025-01-18 15:26:00,2025-01-18 15:03:00,30.0
2025-01-18 16:15:00,2025-01-18 16:30:00,LONG,103973.69,103386.0,-1.9956885919889993,-0.5652295306629997,SL_HIT,0.3883386268199234,0.18836496040489265,2025-01-18 16:15:00,2025-01-18 16:19:00,15.0
2025-01-20 16:30:00,2025-01-20 17:00:00,SHORT,106520.89,104231.73,6.1470734332017045,2.1490244777339016,TP_HIT,1.1602325140167336,0.4967194697678555,2025-01-20 16:33:00,2025-01-20 16:43:00,30.0
2025-01-22 14:15:00,2025-01-22 14:45:00,SHORT,104662.98,104393.66,0.47196349654861464,0.2573211655162049,TIME_STOP,0.6243850499957101,0.2732771415451806,2025-01-22 14:45:00,2025-01-22 14:31:00,30.0
2025-01-22 15:15:00,2025-01-22 15:45:00,SHORT,104387.02,104180.01,0.2949302892256412,0.19831009640854705,TIME_STOP,0.3879984312225831,0.7299087568550122,2025-01-22 15:36:00,2025-01-22 15:17:00,30.0
2025-01-23 20:45:00,2025-01-23 21:15:00,SHORT,103284.48,102734.0,1.2989236717849457,0.5329745572616486,TIME_STOP,0.7022158605048879,1.6360734933263912,2025-01-23 20:56:00,2025-01-23 20:45:00,30.0
2025-01-27 13:45:00,2025-01-27 14:15:00,LONG,100483.99,100765.4,0.5401636917482744,0.28005456391609146,TIME_STOP,0.4731798568110215,0.48165881947960587,2025-01-27 13:45:00,2025-01-27 13:53:00,30.0
2025-01-29 14:45:00,2025-01-29 15:15:00,SHORT,102029.93,101990.0,-0.1825932743460874,0.03913557521797086,TIME_STOP,0.43865559841116986,0.49172826052120827,2025-01-29 14:51:00,2025-01-29 15:10:00,30.0
2025-01-31 12:30:00,2025-01-31 13:00:00,LONG,104619.74,104902.05,0.509531738465411,0.2698439128218037,TIME_STOP,0.14653066428953881,0.06311428416855064,2025-01-31 12:46:00,2025-01-31 12:32:00,30.0
2025-02-02 14:00:00,2025-02-02 14:30:00,SHORT,99272.12,99351.33,-0.5393723434132556,-0.07979078113775187,TIME_STOP,0.5703917675979828,0.15097894554886576,2025-02-02 14:01:00,2025-02-02 14:29:00,30.0
2025-02-03 14:00:00,2025-02-03 14:30:00,SHORT,94507.29,96150.84,-5.517216576626002,-1.7390721922086676,SL_HIT,0.3980116242884482,0.38801239565753254,2025-02-03 14:08:00,2025-02-03 14:16:00,30.0
2025-02-04 13:45:00,2025-02-04 14:15:00,LONG,99007.22,99239.99,0.40531219844372174,0.23510406614790724,TIME_STOP,0.5226790531034052,0.4502095907753043,2025-02-04 13:50:00,2025-02-04 14:13:00,30.0
2025-02-05 14:45:00,2025-02-05 15:15:00,LONG,98292.27,98487.99,0.29736131844345787,0.19912043948115263,TIME_STOP,0.7200261017473661,0.5672673954930553,2025-02-05 14:48:00,2025-02-05 15:06:00,30.0
2025-02-05 20:30:00,2025-02-05 21:00:00,SHORT,96903.7,97132.91,-1.0096013877695271,-0.2365337959231757,TIME_STOP,0.03437433245582746,0.8217436485913365,2025-02-05 20:45:00,2025-02-05 20:30:00,30.0
2025-02-07 08:30:00,2025-02-07 09:00:00,SHORT,97121.99,97230.84,-0.636226636212843,-0.11207554540428101,TIME_STOP,0.2772389651406538,0.14082289705965614,2025-02-07 08:35:00,2025-02-07 08:47:00,30.0
2025-02-07 15:00:00,2025-02-07 15:30:00,LONG,98412.5,98660.22,0.455147974088661,0.25171599136288697,TIME_STOP,1.3193547567636261,0.8090740505525171,2025-02-07 15:00:00,2025-02-07 15:21:00,30.0
2025-02-12 09:15:00,2025-02-12 09:45:00,LONG,96140.0,96129.28,-0.33345121697524804,-0.011150405658416023,TIME_STOP,0.16078635323486765,0.13034116912835206,2025-02-12 09:15:00,2025-02-12 09:23:00,30.0
2025-02-12 15:15:00,2025-02-12 15:45:00,SHORT,95611.09,95816.18,-0.9435132158832094,-0.21450440529440312,TIME_STOP,0.7789577547960069,0.40639637096491393,2025-02-12 15:15:00,2025-02-12 15:25:00,30.0
2025-02-21 14:30:00,2025-02-21 15:00:00,LONG,98646.69,99195.06,1.3676788648458311,0.5558929549486104,TP_HIT,0.4136884876725175,0.30512934595169894,2025-02-21 14:30:00,2025-02-21 14:41:00,30.0
2025-02-24 17:15:00,2025-02-24 17:45:00,SHORT,94949.86,94644.0,0.6663837313714855,0.3221279104571619,TIME_STOP,0.384023736317257,0.2577465622382128,2025-02-24 17:15:00,2025-02-24 17:20:00,30.0
2025-02-25 20:45:00,2025-02-25 21:15:00,LONG,88161.03,88301.89,0.1793274307253463,0.15977581024178208,TIME_STOP,0.3833553215065672,0.45272837669887095,2025-02-25 20:46:00,2025-02-25 21:11:00,30.0
2025-02-26 15:00:00,2025-02-26 15:30:00,SHORT,88341.59,87733.21,1.766003113595726,0.6886677045319086,TIME_STOP,1.002891163720283,0.21327440450189258,2025-02-26 15:06:00,2025-02-26 15:12:00,30.0
2025-02-27 15:30:00,2025-02-27 16:00:00,SHORT,85770.01,85576.58,0.37656515371745797,0.22552171790581932,TIME_STOP,0.448548391215066,0.43781037218021696,2025-02-27 15:34:00,2025-02-27 15:39:00,30.0
2025-03-04 13:30:00,2025-03-04 14:00:00,SHORT,83241.0,83101.64,0.20225249576531007,0.1674174985884367,TIME_STOP,1.1304525414158888,0.33765812520273303,2025-03-04 13:30:00,2025-03-04 13:42:00,30.0
2025-03-04 15:00:00,2025-03-04 15:30:00,SHORT,82769.7,82832.91,-0.5291055784907028,-0.0763685261635676,TIME_STOP,1.5340154670126835,0.7293973519295118,2025-03-04 15:21:00,2025-03-04 15:02:00,30.0
2025-03-05 13:00:00,2025-03-05 13:30:00,LONG,89720.89,89120.0,-2.3091976350212287,-0.6697325450070764,SL_HIT,0.9664527402704104,0.3545551097408871,2025-03-05 13:02:00,2025-03-05 13:25:00,30.0
2025-03-05 23:45:00,2025-03-06 00:15:00,LONG,90606.01,90370.0,-1.081438229097589,-0.2604794096991963,TIME_STOP,0.4348387044082454,0.14188904245976364,2025-03-05 23:45:00,2025-03-06 00:13:00,30.0
2025-03-06 15:15:00,2025-03-06 15:45:00,SHORT,90889.97,90820.69,-0.07132790339792552,0.07622403220069149,TIME_STOP,0.4612830216579395,0.6238972243031852,2025-03-06 15:27:00,2025-03-06 15:40:00,30.0
2025-03-07 08:00:00,2025-03-07 08:30:00,LONG,88190.51,88174.94,-0.3529648825026381,-0.0176549608342127,TIME_STOP,0.2624772211885502,0.23268943563201058,2025-03-07 08:03:00,2025-03-07 08:12:00,30.0
2025-03-07 13:45:00,2025-03-07 14:15:00,LONG,89135.98,89125.99,-0.3336227862194055,-0.011207595406468507,TIME_STOP,1.165500171760051,0.12636872338196026,2025-03-07 13:45:00,2025-03-07 13:59:00,30.0
2025-03-07 15:00:00,2025-03-07 15:15:00,LONG,90022.06,89211.47,-3.001304546907713,-0.9004348489692378,SL_HIT,0.8503138008617012,0.35610160442895045,2025-03-07 15:04:00,2025-03-07 15:15:00,15.0
2025-03-10 13:30:00,2025-03-10 13:45:00,LONG,82700.0,81528.94,-4.548101571946788,-1.4160338573155957,SL_HIT,0.23881499395405079,0.7255018137847705,2025-03-10 13:31:00,2025-03-10 13:33:00,15.0
2025-03-11 12:45:00,2025-03-11 13:00:00,LONG,81225.5,80765.36,-1.9994909234169052,-0.5664969744723017,SL_HIT,0.3147287489766138,0.25669278736357426,2025-03-11 12:45:00,2025-03-11 12:49:00,15.0
2025-03-11 15:00:00,2025-03-11 15:30:00,SHORT,81225.68,81106.3,0.1409196697398783,0.1469732232466261,TIME_STOP,1.9353362138673273,0.37895650735089226,2025-03-11 15:00:00,2025-03-11 15:15:00,30.0
2025-03-12 10:15:00,2025-03-12 10:45:00,LONG,82296.29,82492.67,0.4158767424388317,0.2386255808129439,TIME_STOP,0.3143884128920155,0.2311161292933097,2025-03-12 10:15:00,2025-03-12 10:33:00,30.0
2025-03-12 13:45:00,2025-03-12 14:15:00,LONG,82686.27,82476.64,-1.0605736720256145,-0.25352455734187146,TIME_STOP,1.2326472097483607,0.6094119374353308,2025-03-12 13:46:00,2025-03-12 14:15:00,30.0
2025-03-15 14:15:00,2025-03-15 14:45:00,LONG,84177.01,84131.75,-0.4613029495820584,-0.05376764986068615,TIME_STOP,0.21497556161712847,0.08337193255022128,2025-03-15 14:15:00,2025-03-15 14:35:00,30.0
2025-03-19 17:30:00,2025-03-19 18:00:00,LONG,83983.5,84516.12,1.602588008358768,0.634196002786256,TIME_STOP,1.1627283930772117,0.2739942964987177,2025-03-19 18:00:00,2025-03-19 17:47:00,30.0
2025-03-20 15:15:00,2025-03-20 15:30:00,LONG,85686.41,85041.83,-2.5567639372451305,-0.7522546457483769,SL_HIT,0.3509541361343078,0.16562719805859324,2025-03-20 15:15:00,2025-03-20 15:22:00,15.0
2025-03-24 15:00:00,2025-03-24 15:30:00,LONG,87914.61,88119.95,0.4007026477169034,0.23356754923896778,TIME_STOP,0.5198453362871132,0.26906790577812145,2025-03-24 15:21:00,2025-03-24 15:03:00,30.0
2025-03-26 19:45:00,2025-03-26 20:00:00,SHORT,86567.19,86920.0,-1.522668773238444,-0.407556257746148,SL_HIT,0.09017273172433767,0.26982509193148324,2025-03-26 19:45:00,2025-03-26 19:48:00,15.0
2025-03-27 14:30:00,2025-03-27 15:00:00,SHORT,87055.72,87386.66,-1.4404420065677557,-0.38014733552258523,SL_HIT,0.6046472305323587,0.3054939985563236,2025-03-27 14:32:00,2025-03-27 15:00:00,30.0
2025-03-31 13:45:00,2025-03-31 14:00:00,LONG,82507.99,83338.48,2.7196711857845184,1.0065570619281727,TP_HIT,0.3296892822137462,1.0326151443030003,2025-03-31 13:56:00,2025-03-31 13:48:00,15.0
2025-04-03 14:15:00,2025-04-03 14:45:00,SHORT,82296.01,81532.0,2.485104648451346,0.9283682161504486,TP_HIT,0.7391245334980269,0.11418536573036915,2025-04-03 14:45:00,2025-04-03 14:30:00,30.0
2025-04-04 14:45:00,2025-04-04 15:00:00,SHORT,82573.98,83530.64,-3.775646928972069,-1.158548976324023,SL_HIT,0.8779157792805834,0.23496505800011586,2025-04-04 14:51:00,2025-04-04 14:58:00,15.0
2025-04-07 14:15:00,2025-04-07 14:45:00,LONG,78115.2,79033.11,3.2252166031707152,1.175072201056905,TP_HIT,4.004828765720378,0.3138825734300141,2025-04-07 14:17:00,2025-04-07 14:29:00,30.0
2025-04-07 15:15:00,2025-04-07 15:30:00,LONG,78019.9,78942.15,3.2462106462581986,1.1820702154193996,TP_HIT,0.7864403825177958,0.6279167238101999,2025-04-07 15:21:00,2025-04-07 15:15:00,15.0
2025-04-08 09:00:00,2025-04-08 09:30:00,SHORT,79109.22,79121.95,-0.3482750303946718,-0.01609167679822393,TIME_STOP,0.288790611258721,0.15067775917901488,2025-04-08 09:29:00,2025-04-08 09:10:00,30.0
2025-04-08 13:45:00,2025-04-08 14:15:00,LONG,79899.9,79444.01,-2.0117293012882347,-0.570576433762745,SL_HIT,0.44818579247283896,0.45544487540033746,2025-04-08 14:05:00,2025-04-08 13:50:00,30.0
2025-04-10 14:30:00,2025-04-10 15:00:00,SHORT,81639.99,80718.05,3.087825010757604,1.1292750035858679,TP_HIT,0.512371449335066,0.24692555694825108,2025-04-10 14:59:00,2025-04-10 14:41:00,30.0
2025-04-12 08:15:00,2025-04-12 08:45:00,LONG,83583.48,83604.77,-0.22358537835464082,0.025471540548453055,TIME_STOP,0.5212752567851889,0.12379240491063685,2025-04-12 08:15:00,2025-04-12 08:32:00,30.0
2025-04-14 13:00:00,2025-04-14 13:30:00,LONG,85092.49,84417.8,-2.678670550127287,-0.7928901833757624,SL_HIT,0.22034847023515236,0.225719096949692,2025-04-14 13:02:00,2025-04-14 13:30:00,30.0
2025-04-16 17:30:00,2025-04-16 17:45:00,LONG,84345.99,83281.21,-4.08718656334462,-1.2623955211148732,SL_HIT,1.368185968295582,0.31440735949628706,2025-04-16 17:30:00,2025-04-16 17:45:00,15.0
2025-04-21 12:00:00,2025-04-21 12:30:00,SHORT,87320.76,87174.23,0.2034198053246405,0.16780660177488016,TIME_STOP,0.4103262500234634,0.24931070228890778,2025-04-21 12:00:00,2025-04-21 12:22:00,30.0
2025-04-24 14:00:00,2025-04-24 14:30:00,LONG,92800.01,93138.59,0.7945472958462023,0.36484909861540077,TIME_STOP,0.4849029649889103,0.19501075484798028,2025-04-24 14:05:00,2025-04-24 14:26:00,30.0
2025-04-25 13:30:00,2025-04-25 14:00:00,LONG,94455.08,95299.51,2.3820050335037344,0.8940016778345781,TP_HIT,0.2475250669418764,0.5565290929826096,2025-04-25 13:51:00,2025-04-25 13:32:00,30.0
2025-04-28 12:00:00,2025-04-28 12:30:00,LONG,95117.43,95518.66,0.9654778414429737,0.4218259471476579,TIME_STOP,0.26299070527873675,0.06458332610541834,2025-04-28 12:00:00,2025-04-28 12:11:00,30.0
2025-04-30 14:30:00,2025-04-30 15:00:00,SHORT,94084.97,93971.49,0.061843129673089914,0.12061437655769665,TIME_STOP,0.4256258996521943,0.30050495844341124,2025-04-30 14:50:00,2025-04-30 14:33:00,30.0
2025-05-01 13:45:00,2025-05-01 14:15:00,LONG,95809.52,96404.01,1.5614747261023454,0.6204915753674485,TP_HIT,0.5797753709652192,0.04160338137588058,2025-05-01 14:15:00,2025-05-01 13:59:00,30.0
2025-05-05 23:15:00,2025-05-05 23:45:00,LONG,94896.25,94733.68,-0.813940224192232,-0.17131340806407735,TIME_STOP,0.24606873295835688,0.08789599167512256,2025-05-05 23:24:00,2025-05-05 23:45:00,30.0
2025-05-07 18:45:00,2025-05-07 19:15:00,SHORT,96593.59,96007.95,1.518878457669912,0.606292819223304,TIME_STOP,0.6145231790225382,0.023738635244851723,2025-05-07 18:53:00,2025-05-07 19:00:00,30.0
2025-05-10 08:45:00,2025-05-10 09:15:00,LONG,103634.92,103589.5,-0.4314807788725989,-0.0438269262908663,TIME_STOP,0.26861602247582633,0.25948782514619423,2025-05-10 08:45:00,2025-05-10 09:05:00,30.0
2025-05-12 12:45:00,2025-05-12 13:00:00,SHORT,103881.15,104209.08,-1.247034182813747,-0.31567806093791567,SL_HIT,0.004832445539917033,0.2274426110993227,2025-05-12 12:59:00,2025-05-12 12:45:00,15.0
2025-05-13 12:00:00,2025-05-13 12:30:00,LONG,103520.02,103734.84,0.3225462475760508,0.2075154158586836,TIME_STOP,0.42692225136741385,0.17560854412509594,2025-05-13 12:30:00,2025-05-13 12:30:00,30.0
2025-05-15 12:45:00,2025-05-15 13:15:00,LONG,102560.0,102582.23,-0.23497464898597134,0.021675117004676215,TIME_STOP,0.2259457878315093,0.09023010920436193,2025-05-15 12:45:00,2025-05-15 12:56:00,30.0
2025-05-15 13:45:00,2025-05-15 14:15:00,LONG,102133.49,102040.94,-0.5718501051907741,-0.09061670173025801,TIME_STOP,0.2592881140162667,0.5518757853080403,2025-05-15 14:04:00,2025-05-15 13:50:00,30.0
2025-05-16 09:30:00,2025-05-16 10:00:00,SHORT,103666.64,103775.73,-0.6156946149696658,-0.10523153832322192,TIME_STOP,0.06287461424426702,0.15862383501577976,2025-05-16 09:36:00,2025-05-16 10:00:00,30.0
2025-05-20 14:15:00,2025-05-20 14:45:00,SHORT,104700.02,104519.84,0.21627497301339832,0.1720916576711328,TIME_STOP,0.2118051171337019,0.28214894323801365,2025-05-20 14:15:00,2025-05-20 14:22:00,30.0
2025-05-22 13:30:00,2025-05-22 13:45:00,LONG,111314.61,110914.49,-1.3783490145633048,-0.35944967152110163,SL_HIT,0.2563814399565335,0.35628746307425935,2025-05-22 13:32:00,2025-05-22 13:36:00,15.0
2025-05-29 12:00:00,2025-05-29 12:30:00,LONG,108638.33,108429.17,-0.8775861981678201,-0.19252873272260673,TIME_STOP,0.14180998548118115,0.10348097213938971,2025-05-29 12:01:00,2025-05-29 12:07:00,30.0
2025-05-30 09:45:00,2025-05-30 10:15:00,SHORT,105623.04,105688.87,-0.4869762506362298,-0.06232541687874327,TIME_STOP,0.5466326286385957,0.11726608133982945,2025-05-30 09:45:00,2025-05-30 10:03:00,30.0
2025-06-02 08:45:00,2025-06-02 09:00:00,LONG,105328.43,104907.01,-1.5003027102938826,-0.40010090343129423,SL_HIT,0.19923395801115218,0.08283613455550415,2025-06-02 08:48:00,2025-06-02 08:54:00,15.0
2025-06-02 14:00:00,2025-06-02 14:15:00,SHORT,104113.21,104453.42,-1.2803078783182034,-0.3267692927727345,SL_HIT,0.4354202507059399,0.03550942286765205,2025-06-02 14:00:00,2025-06-02 14:15:00,15.0
2025-06-10 15:15:00,2025-06-10 15:45:00,SHORT,109062.27,109015.42,-0.17112866805356475,0.04295711064881175,TIME_STOP,0.6704793509249397,0.12627648406731418,2025-06-10 15:33:00,2025-06-10 15:16:00,30.0
2025-06-11 15:00:00,2025-06-11 15:30:00,LONG,109690.94,109740.17,-0.1653580687703216,0.044880643743226124,TIME_STOP,0.32086515075902516,0.02755013312858944,2025-06-11 15:04:00,2025-06-11 15:14:00,30.0
2025-06-13 08:15:00,2025-06-13 08:45:00,LONG,105119.5,104739.45,-1.3846227388828987,-0.36154091296096624,TIME_STOP,0.2995067518395697,0.36462311940219805,2025-06-13 08:17:00,2025-06-13 08:45:00,30.0
2025-06-15 22:15:00,2025-06-15 22:45:00,SHORT,105174.49,105263.51,-0.5539208889912074,-0.08464029633040247,TIME_STOP,0.13047840783445727,0.12456442622160065,2025-06-15 22:17:00,2025-06-15 22:45:00,30.0
2025-06-18 11:30:00,2025-06-18 12:00:00,SHORT,104618.16,104814.24,-0.8622733185137315,-0.18742443950457716,TIME_STOP,0.2768257442111394,0.2300174271847253,2025-06-18 11:40:00,2025-06-18 11:54:00,30.0
2025-06-21 23:45:00,2025-06-22 00:15:00,SHORT,102120.01,102493.8,-1.398090374256744,-0.36603012475224805,TIME_STOP,1.255493414072326,0.45896979446047026,2025-06-21 23:48:00,2025-06-22 00:04:00,30.0
2025-06-23 17:00:00,2025-06-23 17:15:00,SHORT,101277.36,102080.74,-2.6797421259796006,-0.7932473753265337,SL_HIT,0.7673383271443879,0.35330699773374075,2025-06-23 17:00:00,2025-06-23 17:10:00,15.0
2025-06-27 09:30:00,2025-06-27 10:00:00,SHORT,107038.68,107010.09,-0.21987008808405567,0.026709970638648113,TIME_STOP,0.19776962869869824,0.10245828891015174,2025-06-27 09:30:00,2025-06-27 10:00:00,30.0
2025-06-30 15:45:00,2025-06-30 16:15:00,SHORT,107580.46,107286.85,0.5187639279475118,0.27292130931583725,TIME_STOP,0.225347614241478,0.21145103859938497,2025-06-30 15:45:00,2025-06-30 16:12:00,30.0
2025-07-06 23:00:00,2025-07-06 23:30:00,LONG,109227.99,109160.4,-0.4856392303841105,-0.06187974346137016,TIME_STOP,0.00861500792973389,0.1995733877369759,2025-07-06 23:00:00,2025-07-06 23:02:00,30.0
2025-07-15 14:30:00,2025-07-15 14:45:00,LONG,116979.26,116008.19,-2.79036453128527,-0.8301215104284233,SL_HIT,0.558697328056283,0.2214153175528677,2025-07-15 14:31:00,2025-07-15 14:43:00,15.0
2025-07-17 20:00:00,2025-07-17 20:30:00,LONG,118780.0,119261.05,0.9149772689004956,0.4049924229668319,TIME_STOP,0.34137060111129475,0.33341471628220143,2025-07-17 20:30:00,2025-07-17 20:08:00,30.0
2025-07-24 16:15:00,2025-07-24 16:45:00,LONG,118684.52,118529.97,-0.6906575179307366,-0.13021917264357888,TIME_STOP,0.2443621122619778,0.28185647125674357,2025-07-24 16:21:00,2025-07-24 16:38:00,30.0
2025-07-30 13:30:00,2025-07-30 14:00:00,SHORT,117659.18,117840.13,-0.7613749645374335,-0.15379165484581114,TIME_STOP,0.1888335444799063,0.13668291755900985,2025-07-30 13:32:00,2025-07-30 13:39:00,30.0
2025-08-02 19:15:00,2025-08-02 19:45:00,SHORT,112708.0,112229.42,0.9738581112254721,0.42461937040849074,TIME_STOP,0.6158657770522098,0.21082798026759,2025-08-02 19:16:00,2025-08-02 19:34:00,30.0
2025-08-11 13:30:00,2025-08-11 14:00:00,SHORT,120192.09,120067.19,0.01175096464333264,0.1039169882144442,TIME_STOP,0.579147928952726,0.11385108620708444,2025-08-11 13:31:00,2025-08-11 13:47:00,30.0
2025-08-13 14:45:00,2025-08-13 15:15:00,LONG,120890.73,120571.61,-1.0919217627356423,-0.2639739209118808,TIME_STOP,0.6278066151143321,0.21083502432319678,2025-08-13 14:45:00,2025-08-13 15:15:00,30.0
2025-08-20 14:15:00,2025-08-20 14:30:00,SHORT,113153.29,113506.05,-1.23526224469481,-0.31175408156493667,SL_HIT,0.6834003677665879,0.13959823881391908,2025-08-20 14:16:00,2025-08-20 14:30:00,15.0
2025-08-22 13:30:00,2025-08-22 14:00:00,SHORT,112493.24,115200.0,-7.518460415932534,-2.4061534719775115,SL_HIT,0.49866107510105173,0.9786365829626689,2025-08-22 13:39:00,2025-08-22 14:00:00,30.0
2025-09-05 20:00:00,2025-09-05 20:30:00,LONG,111431.33,111547.78,0.013511469350667604,0.1045038231168892,TIME_STOP,0.22297140310538502,0.1178752869592473,2025-09-05 20:00:00,2025-09-05 20:08:00,30.0
2025-10-02 14:30:00,2025-10-02 15:00:00,LONG,118999.99,119167.37,0.12196642201396007,0.14065547400465336,TIME_STOP,0.6621933329574184,0.3006638908120985,2025-10-02 14:30:00,2025-10-02 14:50:00,30.0
2025-10-09 13:45:00,2025-10-09 14:15:00,LONG,122415.74,121690.27,-2.0778841184965295,-0.5926280394988431,SL_HIT,0.5457713199299375,0.5239358925576112,2025-10-09 13:50:00,2025-10-09 14:08:00,30.0
